year,id_no,country,region,source,latitude,longitude,mb,Ms,depth,yield_1,yield_u,purpose,name,type,Count
1958,58068,USSR,NZ RUSS,DOE,73,55,0,0,0,900,900,WR,,ATMOSPH,1
1958,58069,USSR,NZ RUSS,DOE,73,55,0,0,0,290,290,WR,,ATMOSPH,1
1958,58070,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,FMS,,ATMOSPH,1
1958,58071,USSR,NZ RUSS,MTM,73,55,0,0,0,9,9,WR,,ATMOSPH,1
1958,58072,USSR,NZ RUSS,DOE,73,55,0,0,0,15,15,WR,,ATMOSPH,1
1958,58073,USA,NTS,DOE,37,-116,0,0,0,0.077,0.077,SE,HIDALGO,BALLOON,1
1958,58074,USA,NTS,DOE,37,-116,0,0,0,0.0055,0.0055,SE,COLFAX,SHAFT,1
1958,58075,USSR,NZ RUSS,MTM,73,55,0,0,0,5.5,5.5,WR,,ATMOSPH,1
1958,58076,USA,NTS,DOE,37,-116,2.6,0,0.1,0.072,0.072,WR,TAMALPAIS,TUNNEL,1
1958,58077,USSR,NZ RUSS,DOE,73,55,0,0,0,68,68,WR,,ATMOSPH,1
1958,58078,USA,NTS,DOE,37,-116,0,0,-0.03,0.079,0.079,WR,QUAY,TOWER,1
1958,58079,USSR,NZ RUSS,DOE,73,55,0,0,0,1450,1450,WR,,ATMOSPH,1
1958,58080,USA,NTS,DOE,37,-116,0,0,-0.5,1.4,1.4,WR,LEA,BALLOON,1
1958,58081,USA,NTS,DOE,37,-116,0,0,0,0.115,0.115,SE,NEPTUNE,TUNNEL,1
1958,58082,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,1500,WR,,ATMOSPH,1
1958,58083,USA,NTS,DOE,37,-116,0,0,-0.002,0.0012,0.0012,WR,HAMILTON,TOWER,1
1958,58084,USA,NTS,DOE,37,-116,4.4,0,0.3,5,5,WR,LOGAN,TUNNEL,1
1958,58085,USA,NTS,DOE,37,-116,0,0,-0.15,0.037,0.037,WR,DONA ANA,BALLOON,1
1958,58086,USA,NTS,DOE,37,-116,0,0,-0.001,0.024,0.024,SE,VESTA,SURFACE,1
1958,58087,USSR,NZ RUSS,DOE,73,55,0,0,0,2900,2900,WR,,ATMOSPH,1
1958,58088,USA,NTS,DOE,37,-116,0,0,-0.025,0.09,0.09,WR,RIO ARRIBA,TOWER,1
1958,58089,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,FMS,,ATMOSPH,1
1958,58090,USSR,NZ RUSS,MTM,73,55,0,0,0,0,0.001,WR,,ATMOSPH,1
1958,58091,USSR,NZ RUSS,DOE,73,55,0,0,0,440,440,WR,,ATMOSPH,1
1958,58113,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,SAN JUAN,SHAFT,1
1958,58092,USSR,NZ RUSS,MTM,73,55,0,0,0,2,2,WR,,ATMOSPH,1
1958,58093,USSR,NZ RUSS,DOE,73,55,0,0,0,2800,2800,WR,,ATMOSPH,1
1958,58094,USA,NTS,DOE,37,-116,0,0,-0.5,6,6,WR,SOCORRO,BALLOON,1
1958,58095,USA,NTS,DOE,37,-116,0,0,-0.5,0.115,0.115,WR,WRANGELL,BALLOON,1
1958,58096,USA,NTS,DOE,37,-116,0,0,-0.02,0.188,0.188,WR,RUSHMORE,BALLOON,1
1958,58114,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,OBERON,TOWER,1
1958,58097,USSR,NZ RUSS,DOE,73,55,0,0,0,1000,1000,WR,,ATMOSPH,1
1958,58098,USA,NTS,DOE,37,-116,0,0,0,0.021,0.021,SE,CATRON,TOWER,1
1958,58099,USA,NTS,DOE,37,-116,0,0,0,0.0017,0.0017,SE,JUNO,SURFACE,1
1958,58100,USSR,NZ RUSS,DOE,73,55,0,0,0,190,190,WR,,ATMOSPH,1
1958,58101,USSR,NZ RUSS,MTM,73,55,0,0,0,0,0.1,FMS,,ATMOSPH,1
1958,58102,USA,NTS,DOE,37,-116,0,0,0,0.0007,0.0007,SE,CERES,TOWER,1
1958,58103,USA,NTS,DOE,37,-116,0,0,-0.5,4.9,4.9,WR,SANFORD,BALLOON,1
1958,58104,USA,NTS,DOE,37,-116,0,0,-0.5,2.2,2.2,WR,DEBACA,BALLOON,1
1958,58105,USA,NTS,DOE,37,-116,0,0,0,0.0006,0.0006,SB,CHAVEZ,TOWER,1
1958,58106,USA,NTS,DOE,37,-116,0,0,0.3,0.055,0.055,WR,EVANS,TUNNEL,1
1958,58107,USA,NTS,DOE,37,-116,0,0,-0.01,0.0078,0.0078,WR,HUMBOLDT,TOWER,1
1958,58115,USA,NTS,DOE,37,-116,0,0,0,0,0,WR,MAZAMA,TOWER,1
1958,58108,USA,NTS,DOE,37,-116,4.8,0,-0.5,1.3,1.3,WR,SANTA FE,BALLOON,1
1958,58109,USA,NTS,DOE,37,-116,0,0,0.3,22,22,WR,BLANCA,TUNNEL,1
1958,58110,USA,NTS,DOE,37,-116,0,0,0,0.0002,0.0002,SE,TITANIA,TOWER,1
1958,58116,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,GANYMEDE,SURFACE,1
1958,58111,USSR,MTR RUSS,DOE,48,46,0,0,0,10,10,WE,,ATMOSPH,1
1958,58112,USSR,HTR RUSS,DOE,48,46,0,0,0,10,10,WE,,ATMOSPH,1
1960,60001,FRANCE,REGGANE ALG,DOE,26.19,-0.04,0,0,-0.1,0,200,WE,GERBOISE BLEUE,TOWER,1
1960,60002,FRANCE,REGGANE ALG,DOE,26,-0.09,0,0,-0.001,0,20,WR,GERBOISEBLANCHE,SURFACE,1
1960,60003,FRANCE,REGGANE ALG,DOE,26,-0.1,0,0,0,0,20,WE,GERBOISE ROUGE,TOWER,1
1961,61001,FRANCE,REGGANE ALG,DOE,26,-0.1,0,0,0,0,20,WR,GERBOISE VERTE,TOWER,1
1961,61002,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,16,16,WR,,ATMOSPH,1
1961,61003,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,9,9,WR,,ATMOSPH,1
1961,61004,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,16,16,WR,,ATMOSPH,1
1961,61005,USSR,MTR RUSS,DOE,48.45,44.3,0,0,0,11,11,WE,,ATMOSPH,1
1961,61006,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.1,1.1,WR,,ATMOSPH,1
1961,61007,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.38,0.38,SAM,,SURFACE,1
1961,61008,USSR,NZ RUSS,UGS,74.2,52.5,0,0,0,2700,2700,WR,,ATMOSPH,1
1961,61009,USSR,NZ RUSS,DOE,73,55,0,0,0,12,12,WR,,ATMOSPH,1
1961,61010,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.88,0.88,WR,,ATMOSPH,1
1961,61011,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.3,0.3,WR,,ATMOSPH,1
1961,61012,USSR,NZ RUSS,UGS,74.2,52.1,0,0,0,1150,1150,WR,,ATMOSPH,1
1961,61013,USSR,NZ RUSS,DOE,73,55,0,0,0,6,6,WR,,ATMOSPH,1
1961,61014,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR,,ATMOSPH,1
1961,61015,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,WR,,SURFACE,1
1961,61016,USSR,NZ RUSS,UGS,74.6,51.1,0,0,0,1200,1200,WR,,ATMOSPH,1
1961,61017,USA,NTS,DOE,37,-116,4.4,0,0.45,2.6,2.6,WR,ANTLER,TUNNEL,1
1961,61018,USSR,NZ RUSS,UGS,74,51.9,0,0,0,830,830,WR,,ATMOSPH,1
1961,61019,USA,NTS,DOE,37,-116,2.5,0,0.1,0,20,WR,SHREW,SHAFT,1
1961,61020,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,20,150,WR,,ATMOSPH,1
1961,61021,USSR,NZ RUSS,UGS,74,52,0,0,0,1000,1000,WR,,ATMOSPH,1
1961,61022,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.004,0.004,SAM,,SURFACE,1
1961,61023,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.75,0.75,WR,,ATMOSPH,1
1961,61024,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.03,0.03,SAM,,SURFACE,1
1961,61025,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.8,4.8,WR,,ATMOSPH,1
1961,61026,USSR,NZ RUSS,DOE,73,55,0,0,0,150,1500,WR,,ATMOSPH,1
1961,61027,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.8,0.8,WR,,ATMOSPH,1
1961,61028,USSR,NZ RUSS,DOE,73,55,0,0,0,260,260,WR,,ATMOSPH,1
1961,61029,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,,ATMOSPH,1
1961,61030,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WR,,ATMOSPH,1
1961,61031,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BOOMER,SHAFT,1
1961,61032,USSR,NZ RUSS,DOE,73,55,0,0,0,250,250,WR,,ATMOSPH,1
1961,61033,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,13,13,WR,,ATMOSPH,1
1961,61034,USSR,NZ RUSS,UGS,73.7,53.8,0,0,0,1500,10000,WR,,ATMOSPH,1
1961,61035,USSR,NZ RUSS,UGS,74.3,51.6,0,0,0,4000,4000,WR,,ATMOSPH,1
1961,61036,USSR,MTR RUSS,MTM,48,46,0,0,0,40,40,WE,,ATMOSPH,1
1961,61037,USSR,NZ RUSS,DOE,73,55,0,0,0,15,15,WR,,ATMOSPH,1
1961,61038,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CHENA,TUNNEL,1
1961,61039,USSR,SEMI KAZAKH,UGS,50,77.7,0,0,0,1,1,FMS,,TUNNEL,1
1961,61040,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,15,15,WR,,ATMOSPH,1
1961,61041,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,6.6,6.6,WR,,ATMOSPH,1
1961,61042,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,,ATMOSPH,1
1961,61043,USSR,NZ RUSS,UGS,73.8,53.2,0,0,0,1450,1450,WR,,ATMOSPH,1
1961,61044,USSR,NZ RUSS,UGS,73.9,53.8,0,0,0,12500,12500,WR,,ATMOSPH,1
1961,61045,USSR,NZ RUSS,UGS,70.7,53.5,0,0,0,4.8,4.8,WE,,UW,1
1961,61046,USSR,NZ RUSS,DOE,73,55,0,0,0,300,300,WR,,ATMOSPH,1
1961,61047,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.5,0.5,FMS,,ATMOSPH,1
1961,61048,USSR,NZ RUSS,UGS,70.7,53.5,0,0,0,16,16,WE,,WATERSUR,1
1961,61049,USSR,MTR RUSS,MTM,48,46,0,0,0,1.2,1.2,WE,,SPACE,1
1961,61050,USSR,MTR RUSS,MTM,48,46,0,0,0,1.2,1.2,WE,,SPACE,1
1961,61051,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,MINK,SHAFT,1
1961,61052,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.09,0.09,WE,,ATMOSPH,1
1961,61053,USSR,NZ RUSS,UGS,73.8,53.5,0,0,0,50000,50000,WR,,ATMOSPH,1
1961,61054,USSR,NZ RUSS,UGS,73.6,56.2,0,0,0,5000,5000,WR,,ATMOSPH,1
1961,61055,USSR,NZ RUSS,UGS,75.1,56.7,0,0,0,150,1500,WR,,ATMOSPH,1
1961,61056,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.7,2.7,WR,,ATMOSPH,1
1961,61057,USSR,NZ RUSS,DOE,73,55,0,0,0,120,120,WR,,ATMOSPH,1
1961,61058,USSR,NZ RUSS,DOE,73,55,0,0,0,280,280,WR,,ATMOSPH,1
1961,61059,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.6,0.6,WR,,ATMOSPH,1
1961,61060,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,,SURFACE,1
1961,61061,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.9,0.9,WR,,ATMOSPH,1
1961,61062,USSR,NZ RUSS,MTM,73,55,0,0,0,15,15,WR,,ATMOSPH,1
1961,61063,USSR,NZ RUSS,UGS,73.7,55.7,0,0,0,150,1500,WR,,ATMOSPH,1
1961,61064,USSR,NZ RUSS,MTM,73,55,0,0,0,6,6,WR,,ATMOSPH,1
1961,61065,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.2,0.2,WR,,SURFACE,1
1961,61066,FRANCE,IN ECKER ALG,DOE,24,5,0,0,0,0,20,WR,AGATHE,GALLERY,1
1961,61067,USA,NTS,DOE,37,-116,4.3,0,0,13.4,13.4,WR,FISHER,SHAFT,1
1961,61068,USA,CARLSBAD NM,DOE,32.25,-104.14,4.6,0,0,3,3,PNE:PLO,GNOME,SHAFT,1
1961,61069,USA,NTS,DOE,37,-116,3.4,0,0.2,0.5,0.5,WR,MAD,SHAFT,1
1961,61070,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RINGTAIL,SHAFT,1
1961,61071,USA,NTS,DOE,37,-116,3.5,0,0.25,0.15,0.15,WR,FEATHER,TUNNEL,1
1962,62001,USA,NTS,UGS,37,-116.2,0,0,0,5.1,5.1,WR,STOAT,SHAFT,1
1962,62002,USA,NTS,UGS,36.7,-116.1,0,0,0,6.4,6.4,WR,AGOUTI,SHAFT,1
1962,62003,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DORMOUSE,SHAFT,1
1962,62004,USSR,SEMI KAZAKH,UGS,49.7,78.1,0,0,0,0.001,20,WE,,TUNNEL,1
1962,62005,USA,NTS,DOE,37,-116,4.3,0,0.2,3.07,3.07,WR,STILLWATER,SHAFT,1
1962,62006,USA,NTS,DOE,37,-116,0,0,0.25,7.1,7.1,WR,ARMADILLO,SHAFT,1
1962,62007,USA,NTS,DOE,37,-116,4.9,0,0.3,5.7,5.7,WE,HARDHAT,SHAFT,1
1962,62008,USA,NTS,DOE,37,-116,3.9,0,0.15,1.9,1.9,WR,CHINCHILLA,SHAFT,1
1962,62009,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,CODSAW,SHAFT,1
1962,62010,USA,NTS,DOE,37,-116,0,0,0,11.9,11.9,WR,CIMARRON,SHAFT,1
1962,62011,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PLATYPUS,SHAFT,1
1962,62012,UK,NTS,DOE,37,-116,0,0,0,9.5,9.5,WR,PAMPAS,SHAFT,1
1962,62013,USA,NTS,DOE,37,-116,4.3,0,0.03,0.43,0.43,WE,DANNY BOY,CRATER,1
1962,62014,USA,NTS,DOE,37,-116,0,0,0,0,20,SE,ERMINE,SHAFT,1
1962,62015,USA,NTS,DOE,37,-116,0,0,0,8.4,8.4,WR,BRAZOS,SHAFT,1
1962,62016,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HOGNOSE,SHAFT,1
1962,62017,USA,NTS,DOE,37,-116,0,0,0,3.4,3.4,WR,HOOSIC,SHAFT,1
1962,62018,USA,NTS,DOE,37,-116,4.3,0,0.15,0,20,WR,CHINCHILLA:II,SHAFT,1
1962,62019,USA,NTS,DOE,37,-116,0,0,0,10.6,10.6,WR,DORMOUSE PRIME,SHAFT,1
1962,62020,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PASSAIC,SHAFT,1
1962,62021,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HUDSON,SHAFT,1
1962,62022,USA,NTS,DOE,37,-116,4.6,0,0.2,1.85,1.85,WR,PLATTE,TUNNEL,1
1962,62023,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DEAD,SHAFT,1
1962,62024,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,190,190,WR,ADOBE,AIRDROP,1
1962,62025,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,410,410,WR,AZTEC,AIRDROP,1
1962,62026,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,BLACK,SHAFT,1
1962,62027,FRANCE,IN ECKER ALG,UGS,23.8,5.4,0,0,0,20,150,WR,BERYL,GALLERY,1
1962,62028,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,1090,1090,WR,ARKANSAS,AIRDROP,1
1962,62029,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,670,670,WR,QUESTA,AIRDROP,1
1962,62030,USA,PACIFIC,DOE,4.833,-149.417,0,0,0,,,WR,FRIGATE BIRD,ROCKET,1
1962,62031,USA,NTS,UGS,37.046,-116.025,0,0,0,0,20,WR,PACA,SHAFT,1
1962,62032,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,100,100,WR,YUKON,AIRDROP,1
1962,62033,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,100,100,WR,MESILLA,AIRDROP,1
1962,62034,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ARIKAREE,SHAFT,1
1962,62035,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,50,50,WR,MUSKEGON,AIRDROP,1
1962,62036,USA,PACIFIC,DOE,31.233,-124.217,0,0,0,0,20,WE,SWORDFISH,UW,1
1962,62037,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,500,500,WR,ENCINO,AIRDROP,1
1962,62038,USA,NTS,UGS,37.065,-116.03,0,0,0,40,40,WR,AARDVARK,SHAFT,1
1962,62039,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,97,97,WR,SWANEE,AIRDROP,1
1962,62040,USA,NTS,UGS,37.122,-116.047,0,0,0,4.5,4.5,WR,EEL,SHAFT,1
1962,62041,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,73,73,WR,CHETCO,AIRDROP,1
1962,62042,USA,NTS,UGS,37.125,-116.052,0,0,0,0,20,WR,WHITE,SHAFT,1
1962,62043,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,2.6,2.6,WR,TANANA,AIRDROP,1
1962,62044,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,43,43,WR,NAMBE,AIRDROP,1
1962,62045,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RACCOON,SHAFT,1
1962,62046,USA,NTS,DOE,37,-116,4.4,0,0.3,0,20,WR,PACKRAT,SHAFT,1
1962,62047,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,782,782,WR,ALMA,AIRDROP,1
1962,62048,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,210,210,WR,TRUCKEE,AIRDROP,1
1962,62049,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,3000,3000,WR,YESO,AIRDROP,1
1962,62050,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,1200,1200,WR,HARLEM,AIRDROP,1
1962,62051,USA,NTS,DOE,37,-116,0,0,0,2.9,2.9,WR,DES MOINES,TUNNEL,1
1962,62052,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,800,800,WR,RINCONADA,AIRDROP,1
1962,62053,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,52,52,WR,DULCE,AIRDROP,1
1962,62054,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,2.2,2.2,WR,PETIT,AIRDROP,1
1962,62055,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,DAMAN: I,SHAFT,1
1962,62056,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,81.5,81.5,WR,OTOWI,AIRDROP,1
1962,62057,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,7650,7650,WR,BIGHORN,AIRDROP,1
1962,62058,USA,NTS,DOE,37,-116,4.9,0,0.45,67,67,WR,HAYMAKER,SHAFT,1
1962,62059,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,MARSHMALLOW,TUNNEL,1
1962,62060,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,1270,1270,WR,BLUESTONE,AIRDROP,1
1962,62061,USA,NTS,DOE,37,-116,4.1,0,0.15,0,20,WR,SACRAMENTO,SHAFT,1
1962,62062,USA,NTS,UGS,37.177,-116.045,0,0,0,104,104,PNE:PLO,SEDAN,CRATER,1
1962,62063,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,LITTLEFELLER:II,SURFACE,1
1962,62064,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,-400,1400,1400,WE,STARFISH PRIME,ROCKET,1
1962,62065,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,1000,1000,WR,SUNSET,AIRDROP,1
1962,62066,USA,CHRISTMAS IS,DOE,2,-157,0,0,0,3880,3880,WR,PAMLICO,AIRDROP,1
1962,62067,USA,NTS,DOE,37,-116,0,0,0,0.5,0.5,WE,JOHNNIE BOY,CRATER,1
1962,62068,USA,NTS,UGS,37.055,-116.033,0,0,0,20,200,WR,MERRIMAC,SHAFT,1
1962,62069,USA,NTS,UGS,36.8,-115.925,0,0,0,0,20,WE,SMALLBOY,TOWER,1
1962,62070,USA,NTS,DOE,37,-116,0,0,0,0,20,WE,LITTLEFELLER:!,SURFACE,1
1962,62071,USA,NTS,UGS,37.13,-116.064,0,0,0,0,20,WR,WICHITA,SHAFT,1
1962,62072,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.4,2.4,WR,,ATMOSPH,1
1962,62073,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.6,1.6,WR,,ATMOSPH,1
1962,62074,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3.8,3.8,WR,,ATMOSPH,1
1962,62075,USSR,NZ RUSS,UGS,74.2,52.5,0,0,0,21100,21100,WR,,ATMOSPH,1
1962,62076,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,9.9,9.9,WR,,SURFACE,1
1962,62077,USSR,NZ RUSS,DOE,73,55,0,0,0,150,1500,WR,,ATMOSPH,1
1962,62078,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,7.4,7.4,WR,,ATMOSPH,1
1962,62079,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,5.8,5.8,WR,,ATMOSPH,1
1962,62080,USSR,NZ RUSS,UGS,74.3,51.5,0,0,0,2800,2800,WR,,ATMOSPH,1
1962,62081,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,20,150,WR,,ATMOSPH,1
1962,62082,USSR,NZ RUSS,UGS,74,53.3,0,0,0,1600,1600,WR,,ATMOSPH,1
1962,62083,USSR,NZ RUSS,MTM,73,55,0,0,0,6,6,WR,,WATER SU,1
1962,62084,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WR,,ATMOSPH,1
1962,62085,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.5,2.5,WR,,ATMOSPH,1
1962,62086,USA,NTS,UGS,37.13,-116.009,0,0,0,0,20,WR,YORK,SHAFT,1
1962,62087,USA,NTS,UGS,37.046,-116.024,0,0,0,0,20,WR,BOBAC,SHAFT,1
1962,62088,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR,,ATMOSPH,1
1962,62089,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,10000,WR,,ATMOSPH,1
1962,62090,USSR,NZ RUSS,UGS,74.7,50.3,0,0,0,4200,4200,WR,,ATMOSPH,1
1962,62091,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,11,11,WR,,ATMOSPH,1
1962,62092,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,2.7,2.7,FMS,,ATMOSPH,1
1962,62093,USSR,NZ RUSS,DOE,73,55,0,0,0,80,80,WR,,ATMOSPH,1
1962,62094,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,RARITAN,SHAFT,1
1962,62095,USSR,NZ RUSS,UGS,73.7,53.8,0,0,0,1900,1900,WR,,ATMOSPH,1
1962,62096,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,HYRAX,SHAFT,1
1962,62097,USSR,NZ RUSS,UGS,74.4,51.5,0,0,0,3100,3100,WR,,ATMOSPH,1
1962,62098,USSR,NZ RUSS,UGS,74.2,51.6,0,0,0,3250,3250,WR,,ATMOSPH,1
1962,62099,USSR,NZ RUSS,UGS,73.2,54.7,0,0,0,1350,1350,WR,,ATMOSPH,1
1962,62100,USSR,NZ RUSS,UGS,73.8,53.8,0,0,0,1500,10000,WR,,ATMOSPH,1
1962,62101,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,PEBA,SHAFT,1
1962,62102,USSR,NZ RUSS,DOE,73,55,0,0,0,2400,2400,WR,,ATMOSPH,1
1962,62103,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.21,0.21,SAM,,SURFACE,1
1962,62104,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,,ATMOSPH,1
1962,62105,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,7,7,WR,,SURFACE,1
1962,62106,USSR,NZ RUSS,UGS,73.7,55,0,0,0,19100,19100,WR,,ATMOSPH,1
1962,62107,USSR,NZ RUSS,UGS,74.3,52.4,0,0,0,10000,50000,WR,,ATMOSPH,1
1962,62108,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,FMS,,ATMOSPH,1
1962,62109,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ALLEGHENY,SHAFT,1
1962,62110,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,75,75,WR,ANDROSCOGGIN,AIRDROP,1
1962,62111,USA,NTS,DOE,37,-116,0,0,0,115,115,WR,MISSISSIPPI,SHAFT,1
1962,62112,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,11.3,11.3,WR,BUMPING,AIRDROP,1
1962,62113,USSR,NZ RUSS,DOE,73,55,0,0,0,320,320,WR,,ATMOSPH,1
1962,62114,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,8,8,WR,,ATMOSPH,1
1962,62115,USSR,NZ RUSS,MTM,73,55,0,0,0,15,15,WR,,ATMOSPH,1
1962,62116,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,9.2,9.2,WR,,ATMOSPH,1
1962,62117,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,ROANOKE,SHAFT,1
1962,62118,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,WOLVERINE,SHAFT,1
1962,62119,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.9,4.9,WR,,ATMOSPH,1
1962,62120,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR,,ATMOSPH,1
1962,62121,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,1590,1590,WR,CHAMA,AIRDROP,1
1962,62122,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,TIOGA,SHAFT,1
1962,62123,USA,NTS,DOE,37,-116,0,0,0,12.5,12.5,WR,BANDICOOT,SHAFT,1
1962,62124,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,6.7,6.7,WR,,ATMOSPH,1
1962,62125,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,0,20,WE,CHECKMATE,ROCKET,1
1962,62126,USSR,MTR RUSS,DOE,48,46,0,0,0,300,300,WE,,SPACE,1
1962,62127,USSR,NZ RUSS,UGS,73.4,54.9,0,0,0,8200,8200,WR,,ATMOSPH,1
1962,62128,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,200,1000,WE,BLUEGILL:3 PRIM,ROCKET,1
1962,62129,USSR,NZ RUSS,DOE,73,55,0,0,0,260,260,WR,,ATMOSPH,1
1962,62130,USA,NTS,DOE,37,-116,0,0,0,0,20,WR,SANTEE,SHAFT,1
1962,62131,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,0,800,800,WR,CALAMITY,AIRDROP,1
